UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
SP;AMERICO BRASILIENSE;27881;14975;0;762;602;1631;839;0;65;92;6039;755;235;0;837;842;5;33;0;51;7;111
SP;AMERICO DE CAMPOS;4298;2545;0;156;26;429;88;0;2;15;630;157;37;0;170;32;0;2;0;0;0;9
SP;AMPARO;60295;31909;0;1444;335;4336;2554;0;51;256;14723;3004;160;0;563;344;6;8;0;7;16;579
SP;ANALANDIA;3089;1846;0;125;70;252;146;0;7;20;386;38;22;0;74;85;1;1;0;0;2;14
SP;ANDRADINA;50631;24444;0;1277;402;3718;1157;0;127;119;10907;5705;206;0;1794;409;10;6;0;5;38;307
SP;ANGATUBA;15620;8447;0;479;178;1424;447;0;22;68;3054;691;150;0;285;264;3;3;0;4;3;98
SP;ANHEMBI;2876;1823;0;101;15;304;101;0;7;38;301;17;38;0;104;16;0;0;0;1;0;10
SP;ANHUMAS;2356;1342;0;93;8;296;51;0;0;20;390;51;10;0;66;15;0;0;0;0;0;14
SP;APARECIDA;23236;12958;0;641;60;1662;1264;1;60;112;4592;628;555;0;326;79;1;2;0;9;10;276
SP;APARECIDA D'OESTE;3572;2039;0;116;9;345;71;0;5;20;566;155;32;0;187;9;0;0;0;0;0;18
SP;APIAI;14019;7178;0;477;154;1227;446;0;4;88;3583;288;114;0;178;177;0;1;0;8;7;89
SP;ARACARIGUAMA;13619;7746;0;560;219;1187;464;1;7;66;2280;236;58;0;269;334;0;12;0;15;1;164
SP;ARACATUBA;187243;86106;0;3692;1501;12570;6379;5;1929;309;47729;16793;731;0;5578;2021;24;22;0;19;46;1789
SP;ARACOIABA DA SERRA;25985;14602;0;663;121;2237;994;0;18;129;5436;690;34;0;528;106;2;8;0;26;7;384
SP;ARAMINA;3479;2223;0;120;71;390;87;0;11;20;247;37;32;0;119;104;0;0;0;1;1;16
SP;ARANDU;3371;2030;0;88;10;295;128;0;1;20;573;66;35;0;90;12;0;0;0;1;1;21
SP;ARAPEI;1256;750;0;51;2;110;34;0;8;17;227;10;10;0;23;0;0;0;0;0;0;14
SP;ARARAQUARA;199882;112576;0;4069;1587;13802;7482;15;983;535;41610;6956;1191;0;4159;2617;14;25;0;26;77;2158
SP;ARARAS;112982;60274;0;2496;779;7483;3992;0;810;363;23605;9114;439;0;1407;1113;19;12;0;47;15;1014
SP;ARCO-IRIS;1130;561;0;79;9;148;20;0;1;8;219;25;11;0;35;10;0;0;0;0;0;4
SP;AREALVA;5308;2847;0;241;20;698;151;0;4;43;861;149;36;0;192;25;2;0;0;0;1;38
SP;AREIAS;1854;1118;0;57;0;174;54;0;4;5;375;11;8;0;35;1;0;0;0;0;0;12
SP;AREIOPOLIS;6100;3792;0;177;56;383;180;0;10;34;810;139;153;0;246;91;1;0;0;0;1;27
SP;ARIRANHA;6392;3511;0;277;101;580;177;0;5;29;799;115;165;0;283;318;1;0;0;2;1;28
SP;ARTUR NOGUEIRA;43925;24418;0;1137;236;3596;1634;0;93;144;9293;1704;206;0;828;240;0;15;0;1;7;373
SP;ARUJA;63831;39041;0;2712;702;5547;3253;0;83;320;7542;1379;441;0;725;771;3;32;0;90;24;1166
SP;ASPASIA;1298;723;0;23;5;131;14;0;2;9;258;25;7;0;89;8;0;1;0;0;0;3
SP;ASSIS;88800;43886;0;2141;922;7283;2640;0;609;210;20711;5135;440;0;2361;1520;14;13;0;45;15;855
SP;ATIBAIA;134857;76037;0;2859;1018;10767;6148;0;135;429;26322;4392;288;0;1695;2257;8;25;0;52;34;2391
SP;AURIFLAMA;12307;6189;0;397;79;1247;412;0;16;42;2535;587;66;0;537;88;1;2;0;1;1;107
SP;AVAI;2469;1428;0;103;53;234;91;0;1;20;286;22;36;0;101;80;0;0;0;1;0;13
SP;AVANHANDAVA;6735;3611;0;198;82;464;159;0;8;15;1270;307;93;0;318;172;0;0;0;4;0;34
SP;AVARE;72779;40522;0;1592;355;5925;2849;0;103;166;13685;3765;276;0;2095;562;3;6;0;5;12;858
SP;BADY BASSITT;17668;9952;0;476;259;1612;639;0;34;39;2898;485;63;0;712;340;1;3;0;22;2;131
SP;BALBINOS;875;557;0;25;4;84;27;0;0;4;114;20;7;0;23;7;0;0;0;0;0;3
SP;BALSAMO;7489;4112;0;256;92;834;289;0;5;6;1050;331;23;0;240;151;1;1;0;2;1;95
SP;BANANAL;5148;3079;0;186;31;480;198;0;30;25;840;48;42;0;83;29;0;2;0;2;0;73
SP;BARAO DE ANTONINA;1674;975;0;47;2;183;33;0;0;8;319;26;18;0;47;6;0;0;0;0;0;10
SP;BARBOSA;3685;2052;0;132;15;268;74;0;3;9;734;101;53;0;193;40;0;0;0;0;1;10
SP;BARIRI;27435;14546;0;996;233;2498;985;0;166;80;5176;1408;115;0;719;326;13;6;0;0;4;164
SP;BARRA BONITA;30937;17673;0;980;180;2352;1271;0;158;88;5200;1160;265;0;900;422;8;6;0;2;10;262
SP;BARRA DO CHAPEU;2942;1211;0;91;5;337;81;0;2;16;1095;28;21;0;28;9;0;0;0;0;2;16
SP;BARRA DO TURVO;2241;1136;0;92;19;190;77;1;2;30;490;47;65;0;75;8;1;0;0;0;2;6
SP;BARRETOS;107434;53118;0;2381;562;7734;3494;1;549;285;26638;8055;547;0;2185;740;15;13;0;11;21;1085
SP;BARRINHA;18382;9967;0;550;104;1283;687;0;67;103;3297;1355;256;0;384;156;2;2;0;41;17;111
SP;BARUERI;221033;132577;0;7064;2163;16918;12516;4;92;907;29692;5919;1100;0;1600;3645;3;36;0;161;35;6601
SP;BASTOS;18612;9218;0;1014;208;1532;439;0;49;44;3446;1562;147;0;484;334;5;1;0;0;1;128
SP;BATATAIS;47236;26550;0;1220;373;4295;1901;0;522;153;8185;1406;214;0;1232;638;2;6;0;2;11;526
SP;BAURU;303695;181591;0;6519;1323;23551;12030;0;302;535;53158;10074;1298;1;7944;2003;84;36;0;53;65;3128
SP;BEBEDOURO;72012;34440;0;1898;1120;5420;2375;0;422;202;13741;7644;388;0;1843;1821;2;6;0;8;27;655
SP;BENTO DE ABREU;1605;932;0;64;5;110;59;1;2;12;264;50;18;0;80;1;0;0;0;0;0;7
SP;BERNARDINO DE CAMPOS;8180;4765;0;425;85;881;237;0;25;45;1009;214;42;0;265;111;3;0;0;0;1;72
SP;BERTIOGA;33079;16850;0;571;18;2593;1671;0;81;106;7596;1926;132;2;944;21;9;10;0;31;15;503
SP;BILAC;6246;3344;0;193;41;574;119;0;37;7;1267;321;27;0;226;35;0;0;0;10;1;44
SP;BIRIGUI;110314;49083;0;2048;465;6960;3033;0;2719;147;27802;13610;182;0;2766;591;15;12;0;5;18;858
SP;BIRITIBA-MIRIM;15850;10289;0;558;31;1245;678;0;21;219;2010;301;161;0;198;4;0;0;1;20;4;110
SP;BOA ESPERANCA DO SUL;8695;5520;0;352;118;800;296;0;48;48;848;152;125;0;184;164;0;0;0;3;3;34
SP;BOCAINA;8246;4792;0;193;37;790;321;0;56;44;1186;397;47;0;249;68;0;0;0;3;2;61
SP;BOFETE;6711;4008;0;242;43;750;311;0;2;65;918;55;61;0;174;39;1;4;0;1;1;36
SP;BOITUVA;54847;30643;0;1841;1729;4526;2087;0;64;203;7712;1510;194;0;1254;2387;50;12;0;11;17;607
SP;BOM JESUS DOS PERDOES;18381;10866;0;643;100;1464;663;1;14;93;3510;469;76;0;216;79;6;2;0;6;6;167
SP;BOM SUCESSO DE ITARARE;2096;1034;0;106;45;197;64;0;3;9;454;5;16;0;60;98;0;0;0;0;0;5
SP;BORA;595;282;0;44;6;64;13;0;0;6;89;6;4;0;49;31;0;0;0;0;0;1
SP;BORACEIA;3190;1704;0;284;62;364;91;0;4;11;367;40;24;0;143;79;0;0;0;0;0;17
SP;BORBOREMA;12336;6513;0;502;168;1221;405;1;36;55;1818;502;134;0;665;221;7;1;0;0;7;80
SP;BOREBI;1497;844;0;53;11;165;51;0;0;12;251;38;9;0;47;12;0;0;0;0;0;4
SP;BOTUCATU;114371;68233;0;2015;422;8831;4959;11;226;416;19633;4074;520;0;2998;631;4;15;0;43;21;1319
SP;BRAGANCA PAULISTA;148775;82365;0;3325;478;11512;5904;0;203;517;31749;7415;548;0;1783;517;30;18;0;29;39;2343
SP;BRAUNA;3446;1820;0;117;51;417;107;0;4;14;519;88;95;0;116;77;0;0;0;0;1;20
SP;BREJO ALEGRE;1741;722;0;173;20;114;39;0;0;2;300;65;22;0;132;142;0;3;0;0;1;6
SP;BRODOWSKI;18479;10637;0;744;132;2329;804;0;84;75;2108;640;61;0;466;208;2;2;0;3;4;180
SP;BROTAS;19028;10664;0;550;292;1810;837;0;43;81;2453;811;226;0;498;560;6;1;0;0;5;191
SP;BURI;12075;6298;0;586;158;1183;363;0;17;72;2221;449;145;0;269;207;0;2;0;3;5;97
SP;BURITAMA;13337;6324;0;417;58;1095;373;0;17;43;2552;1442;87;0;693;140;0;6;0;0;2;88
SP;BURITIZAL;3508;1745;0;155;92;404;91;0;7;20;468;69;39;0;124;260;1;0;0;1;4;28
SP;CABRALIA PAULISTA;3022;1755;0;162;66;254;103;0;5;14;425;47;20;0;94;70;1;0;0;0;0;6
SP;CABREUVA;34033;20282;0;1126;201;2689;1248;0;30;153;6446;938;67;0;327;225;2;1;0;9;6;283
SP;CACAPAVA;64183;39889;0;1460;521;4017;2276;0;292;263;11339;1724;178;1;748;726;2;16;2;38;9;682
SP;CACHOEIRA PAULISTA;18009;11022;0;417;51;1199;643;0;123;134;3342;516;50;1;279;61;2;1;0;0;3;165
SP;CACONDE;12006;7628;0;319;7;1349;396;0;4;88;1788;116;73;0;142;17;0;1;0;1;2;75
SP;CAFELANDIA;11705;6898;0;346;139;936;368;0;15;39;1701;406;96;0;430;247;5;0;0;1;0;78
SP;CAIABU;2326;1493;0;52;6;242;44;0;2;12;322;43;47;0;51;8;0;0;0;0;0;4
SP;CAIEIRAS;54673;35272;0;1219;213;4163;2805;0;25;292;7559;1198;461;0;509;230;3;9;0;25;11;679
SP;CAIUA;2149;1134;0;60;18;194;55;0;3;20;445;63;27;0;100;23;0;1;0;0;0;6
SP;CAJAMAR;53863;32991;0;1733;627;4253;2546;2;24;298;7832;1224;506;0;428;695;0;11;0;13;15;665
SP;CAJATI;17977;8660;0;766;243;1352;464;0;4;84;4168;1094;271;0;407;357;3;3;0;4;6;91
SP;CAJOBI;6273;3912;0;255;71;631;161;0;11;18;637;149;113;0;199;80;0;1;0;1;2;32
SP;CAJURU;17987;10674;0;563;112;1884;611;0;32;47;2207;897;129;0;574;126;3;0;0;2;9;117
SP;CAMPINA DO MONTE ALEGRE;3432;1962;0;121;24;325;98;0;4;28;617;79;35;0;90;36;0;0;0;1;0;12
SP;CAMPINAS;967266;631438;1;20540;4169;69690;44656;9;497;3635;135205;19754;5332;1;11361;5894;15;176;2;226;194;14471
SP;CAMPO LIMPO PAULISTA;52655;34108;0;756;219;3403;2005;0;22;134;9504;1339;82;0;465;192;0;6;0;9;8;403
SP;CAMPOS DO JORDAO;41280;24718;0;762;73;3304;1799;0;32;201;8313;754;83;1;402;80;6;11;0;3;30;708
SP;CAMPOS NOVOS PAULISTA;2900;1443;0;158;33;348;80;0;4;12;527;111;54;0;62;49;0;0;0;0;2;17
SP;CANANEIA;4538;2328;0;115;4;392;194;0;8;12;931;314;16;0;150;9;0;1;0;1;2;61
SP;CANAS;2365;1346;0;130;18;187;82;0;1;16;464;31;12;0;44;18;0;0;0;4;0;12
SP;CANDIDO MOTA;23559;12440;0;1169;275;2512;683;0;135;75;3830;1128;90;0;622;417;12;2;0;2;1;166
SP;CANDIDO RODRIGUES;2114;1265;0;131;13;227;62;0;6;16;248;29;18;0;70;22;1;0;0;0;2;4
SP;CANITAR;2589;1586;0;64;37;136;74;0;1;18;407;80;24;0;79;77;0;0;0;0;0;6
SP;CAPAO BONITO;30249;14714;0;1076;403;2465;836;2;18;214;6243;2745;249;1;569;514;2;4;0;3;2;189
SP;CAPELA DO ALTO;14814;7871;0;692;76;1351;456;0;12;100;3281;471;54;0;266;105;3;2;0;11;6;57
SP;CAPIVARI;40680;23704;0;1182;506;3277;1213;1;98;190;7007;1494;377;0;629;627;1;3;0;2;13;356
SP;CARAGUATATUBA;82011;44176;0;1790;207;5819;3718;0;59;225;19059;3722;98;0;1673;231;8;37;0;77;31;1081
SP;CARAPICUIBA;219463;137430;0;3808;649;12872;9211;1;62;895;43079;7146;902;0;1066;490;1;9;0;55;15;1772
SP;CARDOSO;8556;4851;0;228;59;864;225;0;21;25;1209;371;61;0;514;84;2;0;0;0;1;41
SP;CASA BRANCA;21411;11397;0;667;80;1926;762;0;43;66;4803;907;115;0;318;106;14;3;0;1;5;198
SP;CASSIA DOS COQUEIROS;1775;1152;0;36;2;251;50;0;0;9;187;12;21;0;41;6;0;0;0;0;0;8
SP;CASTILHO;11749;6294;0;322;73;925;236;0;18;45;2232;678;143;0;572;165;2;1;0;4;6;33
SP;CATANDUVA;116767;58688;0;2963;1032;8370;3924;0;314;291;28505;5785;535;0;3528;1642;14;17;0;56;44;1059
SP;CATIGUA;4476;2799;0;82;94;297;116;0;6;14;610;120;34;0;171;119;0;0;0;1;0;13
SP;CEDRAL;8012;4546;0;296;40;875;270;0;31;24;1252;184;29;0;324;77;0;2;0;1;0;61
SP;CERQUEIRA CESAR;14247;8311;0;452;149;1312;444;1;14;63;2063;442;193;0;480;233;0;1;0;1;4;84
SP;CERQUILHO;34967;20271;0;1012;314;2932;1074;0;54;139;6155;1247;132;0;853;465;0;10;0;4;2;303
SP;CESARIO LANGE;14383;8609;0;424;50;994;436;0;18;53;2886;426;64;0;279;47;1;2;0;6;6;82
SP;CHARQUEADA;11141;6386;0;465;133;1047;366;2;8;49;1705;144;103;0;459;178;0;3;0;2;1;90
SP;CHAVANTES;6627;4290;0;142;31;483;202;0;26;31;861;166;74;0;233;35;1;0;0;1;5;46
SP;CLEMENTINA;5862;2857;0;311;121;416;122;0;21;14;943;271;78;0;370;322;1;1;0;0;1;13
SP;COLINA;13965;7069;0;411;129;1027;485;0;90;40;2941;704;126;0;516;324;0;3;0;0;1;99
SP;COLOMBIA;4244;2448;0;202;26;399;131;0;3;47;496;140;82;0;208;41;0;0;0;0;0;21
SP;CONCHAL;21441;11369;0;841;215;1938;730;0;53;115;4056;956;351;0;399;265;7;0;0;1;5;140
SP;CONCHAS;12004;7147;0;428;70;1279;396;1;11;56;1920;233;46;0;251;61;3;2;0;13;8;79
SP;CORDEIROPOLIS;20382;11333;0;799;571;1571;685;0;60;89;3364;443;64;0;289;917;0;2;0;9;2;184
SP;COROADOS;3588;1924;0;143;32;297;93;0;6;9;686;184;28;0;127;45;0;1;0;0;0;13
SP;CORONEL MACEDO;2264;1296;0;98;34;252;54;0;2;22;349;27;29;0;42;44;1;0;0;0;1;13
SP;CORUMBATAI;3196;1610;0;196;160;333;94;0;9;9;472;34;11;0;69;169;0;1;0;0;1;28
SP;COSMOPOLIS;44336;26055;0;938;332;2937;1530;2;243;293;8565;1725;243;0;721;466;0;12;0;4;6;264
SP;COSMORAMA;6559;3516;0;227;67;665;163;0;6;18;1128;268;167;0;230;64;1;0;0;0;2;37
SP;COTIA;171807;108287;0;3346;364;12730;8758;0;59;861;25845;5087;812;0;1515;418;4;27;0;159;25;3510
SP;CRAVINHOS;26571;14627;0;1008;429;2335;1046;0;134;92;3832;1052;206;0;755;731;0;3;0;3;10;308
SP;CRISTAIS PAULISTA;5164;2955;0;182;38;593;214;0;6;25;786;32;37;0;177;54;0;0;0;0;1;64
SP;CRUZALIA;1656;895;0;110;17;216;35;0;8;11;245;23;8;0;53;26;0;0;0;1;0;8
SP;CRUZEIRO;47230;27381;0;779;165;2683;2426;0;195;197;10727;1344;51;0;544;269;6;3;0;7;12;441
SP;CUBATAO;63287;31322;0;2705;2265;2768;2466;0;61;460;11610;3537;399;0;888;4068;4;7;3;249;10;465
SP;CUNHA;15429;7646;0;454;5;1361;471;0;8;119;4876;110;49;0;145;7;0;2;0;4;0;172
SP;DESCALVADO;28156;15133;0;1209;450;2420;1028;1;107;169;5067;901;234;0;617;577;19;3;0;9;7;205
SP;DIADEMA;239167;141286;0;4428;1697;12911;9242;2;105;694;49871;11567;881;1;1245;3318;24;14;0;48;73;1760
SP;DIRCE REIS;1086;553;0;69;0;103;15;0;0;11;244;34;9;0;45;2;0;0;0;0;0;1
SP;DIVINOLANDIA;9836;5513;0;523;38;1508;319;0;5;42;1386;124;73;0;133;38;1;3;0;0;1;129
SP;DOBRADA;4830;2827;0;79;37;288;117;0;10;33;1028;161;91;0;110;32;2;1;0;0;0;14
SP;DOIS CORREGOS;19725;10726;0;788;282;1778;745;0;92;112;3221;748;210;0;480;400;6;8;0;2;2;125
SP;DOLCINOPOLIS;1888;1099;0;48;22;181;52;0;1;12;265;49;10;0;122;24;1;0;0;0;0;2
SP;DOURADO;6574;3964;0;211;75;616;256;0;23;48;813;131;84;0;175;130;0;0;0;0;4;44
SP;DRACENA;39840;20398;0;1160;352;3638;969;0;309;74;7760;2637;197;0;1444;484;5;3;0;6;11;393
SP;DUARTINA;8665;5192;0;270;65;893;235;0;23;31;1364;160;80;0;246;61;2;0;0;2;0;41
SP;DUMONT;6187;3460;0;464;60;777;200;0;8;15;630;97;65;0;214;140;1;0;0;0;3;53
SP;ECHAPORA;3826;2366;0;203;30;454;98;0;5;9;429;61;36;0;70;35;0;0;0;1;0;29
SP;ELDORADO;6174;2970;0;329;6;602;207;0;3;35;1541;195;71;0;172;5;3;1;0;9;0;25
SP;ELIAS FAUSTO;10563;5620;0;456;81;994;300;0;30;21;2229;350;119;0;181;106;4;2;0;4;3;63
SP;ELISIARIO;1910;1126;0;59;25;172;44;0;1;9;307;41;10;0;77;31;0;0;0;0;0;8
SP;EMBAUBA;1429;902;0;62;9;156;40;0;1;8;133;8;31;0;58;17;0;1;0;0;1;2
SP;EMBU DAS ARTES;134787;77215;0;2839;828;8357;5434;0;45;821;28331;5519;835;0;787;2532;4;30;0;48;20;1142
SP;EMBU-GUACU;44509;27010;0;1974;222;3589;2167;0;23;276;6649;1289;305;0;343;245;1;8;1;31;10;366
SP;EMILIANOPOLIS;1970;1103;0;57;8;222;33;0;0;11;425;29;15;0;52;11;0;0;0;1;0;3
SP;ENGENHEIRO COELHO;12518;6401;0;453;116;1115;450;0;15;77;2814;410;207;0;203;150;0;6;0;1;4;96
SP;ESPIRITO SANTO DO PINHAL;32880;18851;0;708;146;2890;1412;0;81;143;6238;1500;95;0;288;190;2;2;0;2;13;319
SP;ESPIRITO SANTO DO TURVO;2692;1569;0;165;25;313;65;0;1;27;321;27;46;0;74;52;0;0;0;0;1;6
SP;ESTIVA GERBI;8603;4694;0;306;172;658;244;0;41;37;1710;297;36;0;121;216;0;3;0;1;1;66
SP;ESTRELA D'OESTE;7548;3715;0;343;164;702;203;0;12;11;1212;528;38;0;365;202;0;0;0;0;2;51
SP;ESTRELA DO NORTE;1400;978;0;28;7;140;38;0;1;1;125;15;12;0;40;8;0;2;0;0;0;5
SP;EUCLIDES DA CUNHA PAULISTA;5101;2740;0;116;16;437;86;0;3;14;1202;216;71;0;172;15;0;1;0;0;0;12
SP;FARTURA;11013;6441;0;380;94;1143;325;0;7;51;1700;269;44;0;291;139;1;1;0;6;15;106
SP;FERNANDO PRESTES;4683;2628;0;299;58;624;113;0;6;13;536;140;24;0;149;66;0;0;0;3;0;24
SP;FERNANDOPOLIS;67036;32821;0;1628;538;5298;1933;0;277;112;13980;6061;247;1;2797;781;5;10;0;6;21;520
SP;FERNAO;991;561;0;38;10;92;32;0;1;9;169;16;15;0;34;12;0;0;0;0;0;2
SP;FERRAZ DE VASCONCELOS;81179;55073;0;1948;182;4886;4073;1;90;359;11534;1391;440;0;432;122;1;5;0;76;19;547
SP;FLORA RICA;970;589;0;37;9;106;18;0;2;7;133;5;14;0;33;15;0;1;0;0;0;1
SP;FLOREAL;2145;1227;0;84;17;243;54;0;1;9;339;40;8;0;101;14;0;1;1;0;0;6
SP;FLORIDA PAULISTA;7544;4579;0;378;85;658;139;0;21;26;888;188;149;0;272;135;0;1;0;1;2;22
SP;FLORINEA;1700;1011;0;72;9;160;46;1;4;7;273;26;9;0;61;13;0;0;0;1;1;6
SP;FRANCA;294854;169265;0;4328;946;22679;10437;0;1028;486;64511;8972;645;0;5344;1208;18;23;0;35;79;4850
SP;FRANCISCO MORATO;60551;40568;0;564;40;2899;2329;0;35;261;11783;1299;241;0;232;40;0;5;0;6;17;232
SP;FRANCO DA ROCHA;69948;45796;0;1510;173;4561;2794;0;27;332;11742;1618;258;0;446;124;0;9;0;30;11;517
SP;GABRIEL MONTEIRO;2051;1048;0;74;47;290;62;0;0;5;334;71;15;0;71;27;0;0;0;0;2;5
SP;GALIA;4241;2425;0;174;47;405;150;0;6;36;661;89;52;0;107;67;1;0;0;0;0;21
SP;GARCA;32255;18122;0;833;137;2215;1127;0;137;108;6944;1467;127;1;649;151;2;1;0;5;15;214
SP;GASTAO VIDIGAL;2602;1505;0;79;6;222;47;0;2;12;504;51;71;0;89;11;0;0;0;0;0;3
SP;GAVIAO PEIXOTO;2465;1616;0;88;14;250;87;0;0;17;226;16;42;0;83;18;0;0;0;0;0;8
SP;GENERAL SALGADO;8313;4690;0;313;122;771;206;0;16;33;1072;323;121;0;418;182;1;2;0;0;1;42
SP;GETULINA;5384;3314;0;144;34;464;158;0;3;12;790;173;86;0;140;43;2;0;0;2;0;19
SP;GLICERIO;2689;1440;0;170;34;234;43;0;2;8;470;102;40;0;89;44;0;0;0;0;0;13
SP;GUAICARA;6823;3720;0;123;28;418;148;0;2;25;1352;386;48;0;254;294;1;1;0;0;0;23
SP;GUAIMBE;2892;1859;0;138;20;239;117;0;4;5;361;21;42;0;58;17;0;0;0;0;0;11
SP;GUAIRA;33849;15745;0;1439;758;3296;911;1;145;116;5193;2838;232;0;1368;1491;0;2;0;1;2;311
SP;GUAPIACU;14760;7820;0;502;96;1430;407;0;40;50;2903;744;92;0;465;115;2;2;0;0;5;87
SP;GUAPIARA;8705;4457;0;421;44;869;222;0;5;56;2162;221;63;0;96;51;0;0;0;2;3;33
SP;GUARA;11568;6816;0;274;96;929;375;1;90;57;1431;760;227;0;290;127;0;0;0;0;2;93
SP;GUARACAI;6127;3265;0;279;20;750;114;1;6;23;1153;207;36;0;230;19;1;0;0;0;1;22
SP;GUARACI;6736;3679;0;219;41;530;203;0;10;59;964;308;166;0;441;74;1;3;0;0;1;37
SP;GUARANI D'OESTE;1351;753;0;42;17;135;25;0;1;7;234;34;9;0;67;24;0;0;0;0;0;3
SP;GUARANTA;3861;2205;0;109;29;299;113;0;0;12;629;90;49;0;135;170;0;0;0;0;0;21
SP;GUARARAPES;25182;12369;0;738;302;1866;626;0;147;77;4891;2380;168;0;997;401;3;0;0;3;3;211
SP;GUARAREMA;21763;12613;0;603;233;1771;909;3;28;111;3610;500;88;0;367;580;1;5;0;41;21;279
SP;GUARATINGUETA;81412;47803;0;1540;168;5796;3576;2;339;378;17820;1435;272;0;870;213;11;23;0;52;30;1084
SP;GUAREI;7826;4136;0;359;18;769;161;0;15;41;1787;208;159;0;121;30;0;1;0;2;0;19
SP;GUARIBA;24717;14378;0;893;137;1820;779;0;179;96;3790;1256;397;0;554;280;3;1;0;14;11;129
SP;GUARUJA;160531;68238;0;2282;1717;7165;6724;5;443;556;43394;24217;612;0;1529;1896;6;23;0;86;79;1559
SP;GUARULHOS;788038;501845;0;21534;8336;51412;37508;0;736;4269;111943;16658;3890;3;6034;13694;7;109;4;521;149;9386
SP;GUATAPARA;4041;2465;0;186;41;350;152;0;7;23;487;60;70;0;99;75;0;0;0;0;0;26
SP;GUZOLANDIA;2840;1779;0;113;11;270;79;0;2;11;339;57;42;0;117;9;0;0;0;1;0;10
SP;HERCULANDIA;6462;3203;0;563;104;886;160;0;6;17;921;246;44;0;123;156;0;0;0;0;2;31
SP;HOLAMBRA;12364;6219;0;502;64;1548;575;0;18;85;2124;367;180;0;323;101;1;1;0;0;9;247
SP;HORTOLANDIA;143763;94135;0;2933;619;9900;4794;3;55;635;23690;2981;864;0;1743;513;0;20;0;14;9;855
SP;IACANGA;7877;4365;0;282;114;750;240;0;8;41;1089;229;59;0;448;207;2;0;0;0;3;40
SP;IACRI;3971;2312;0;188;58;378;102;0;4;18;566;134;33;0;102;47;1;0;0;0;0;28
SP;IARAS;2863;1690;0;87;11;264;82;1;3;27;488;66;42;0;80;12;1;0;0;0;3;6
SP;IBATE;21891;12893;0;675;230;1672;743;0;82;147;3481;508;571;0;427;330;1;0;0;3;10;118
SP;IBIRA;7907;4634;0;180;36;729;282;0;17;29;1091;450;62;0;288;51;3;0;0;2;0;53
SP;IBIRAREMA;4476;2277;0;247;74;511;106;0;12;21;774;128;35;0;176;90;0;1;0;0;0;24
SP;IBITINGA;48788;25545;0;1073;310;3608;1503;1;158;145;11458;2409;282;0;1388;434;7;3;1;2;15;446
SP;IBIUNA;59087;32568;0;2568;198;6400;2335;0;21;253;11426;1459;185;0;925;173;3;8;2;16;6;541
SP;ICEM;5287;2953;0;232;82;503;194;0;14;14;636;164;91;0;269;109;4;1;0;2;2;17
SP;IEPE;5334;3010;0;216;84;540;133;0;2;18;782;177;36;0;147;143;0;2;0;1;0;43
SP;IGARACU DO TIETE;14878;8967;0;370;159;909;488;0;56;35;2733;533;95;0;299;179;5;2;0;0;1;47
SP;IGARAPAVA;17244;10756;0;457;231;1494;448;0;67;74;1966;371;140;0;681;401;12;3;0;12;12;119
SP;IGARATA;7418;4386;0;188;13;698;266;0;8;34;1368;93;21;0;223;13;0;4;0;5;1;97
SP;IGUAPE;12670;6952;0;277;22;934;512;0;19;65;2570;721;95;0;375;13;6;2;0;2;5;100
SP;ILHA COMPRIDA;7295;3818;0;188;13;547;284;0;15;48;1428;455;128;0;272;13;0;4;0;1;8;73
SP;ILHA SOLTEIRA;21437;11011;0;314;37;1423;595;0;102;36;4230;2328;96;0;1075;55;7;3;0;2;18;105
SP;ILHABELA;26076;10040;0;424;35;2114;1458;0;42;97;8331;1940;74;0;403;54;3;13;0;5;16;1027
SP;INDAIATUBA;225424;128463;0;3956;860;16788;9214;0;2651;643;41917;12894;1145;1;1977;903;5;99;0;83;43;3782
SP;INDIANA;3486;1992;0;131;44;360;94;0;4;16;584;95;15;0;101;32;0;0;0;1;1;16
SP;INDIAPORA;3066;1838;0;83;19;320;61;0;4;8;433;100;21;0;149;18;1;1;0;0;1;9
SP;INUBIA PAULISTA;2419;1478;0;58;17;231;64;0;4;8;350;65;19;0;77;32;0;1;0;0;0;15
SP;IPAUSSU;7926;4707;0;242;69;532;227;0;27;33;1134;401;69;0;327;104;5;0;0;0;1;48
SP;IPERO;13654;8134;0;311;33;1029;428;0;17;66;2748;430;64;0;279;49;2;1;0;1;3;59
SP;IPEUNA;5097;2884;0;186;46;492;183;0;10;31;789;107;36;0;179;85;0;3;0;1;0;65
SP;IPIGUA;2940;1564;0;98;18;360;92;0;0;6;539;60;14;0;146;26;0;1;0;0;1;15
